dest_ip,metadata_comment
2a14:7584:41ff:ab92::/64,AS216309 IPv6
2a0d:b280:0:25::/64,AS216309 IPv6
2806:3d3:1000::/36,AS216309 IPv6
2a02:2d8:1:b825::/64,AS216309 IPv6
fd00:dead:beef:cafe::/64,AS216309 IPv6
2a14:7584:41ff:cafe::/64,AS216309 IPv6
2a14:7584:41ff:100::/64,AS216309 IPv6
2a14:7584:4100::/48,AS216309 IPv6
2001:7f8:c5::/64,AS216309 IPv6
fd9a:23b7:c4d1:7e10::/64,AS216309 IPv6
2a0d:b287:ddbf::/48,AS216309 IPv6
2a14:7584:41ff:1::/64,AS216309 IPv6
2a14:7584:44ce::/48,AS216309 IPv6
2a14:7584:41ee::/48,AS216309 IPv6
2a14:7584:4100::/40,AS216309 IPv6
2a14:7584:41ff:2::/64,AS216309 IPv6
94.249.231.0/24,AS216309 IPv4
2a0d:b287:dad0:ffff::/64,AS216309 IPv6
2a14:7584:41ff:102::/64,AS216309 IPv6
fd00:974b:6686:c1b1::/64,AS216309 IPv6
2a14:7584:44ef:b00b::/64,AS216309 IPv6
2a0d:b287:dd00::/40,AS216309 IPv6
2a14:7584:41ff:40::/64,AS216309 IPv6
2a14:7584:41ff::/64,AS216309 IPv6
