dest_ip,metadata_comment
118.40.0.0/13,AS4766 IPv4
1.231.136.0/24,AS4766 IPv4
211.52.23.0/24,AS4766 IPv4
210.110.102.0/24,AS4766 IPv4
121.136.0.0/13,AS4766 IPv4
117.16.67.0/24,AS4766 IPv4
210.126.31.0/24,AS4766 IPv4
210.183.0.0/16,AS4766 IPv4
61.106.128.0/18,AS4766 IPv4
117.16.75.0/24,AS4766 IPv4
175.205.105.0/24,AS4766 IPv4
220.72.0.0/13,AS4766 IPv4
117.16.177.0/24,AS4766 IPv4
121.160.0.0/11,AS4766 IPv4
210.102.128.0/17,AS4766 IPv4
211.46.67.0/24,AS4766 IPv4
203.252.124.0/23,AS4766 IPv4
210.123.21.0/24,AS4766 IPv4
61.251.67.0/24,AS4766 IPv4
203.254.104.0/22,AS4766 IPv4
125.132.44.0/24,AS4766 IPv4
202.31.212.0/24,AS4766 IPv4
220.149.153.0/24,AS4766 IPv4
220.90.105.0/24,AS4766 IPv4
203.234.160.0/24,AS4766 IPv4
222.116.119.0/24,AS4766 IPv4
210.204.0.0/16,AS4766 IPv4
210.115.148.0/24,AS4766 IPv4
210.93.130.0/24,AS4766 IPv4
118.221.173.0/24,AS4766 IPv4
210.102.249.0/24,AS4766 IPv4
220.66.5.0/24,AS4766 IPv4
220.83.35.0/24,AS4766 IPv4
59.12.137.0/24,AS4766 IPv4
221.154.89.0/24,AS4766 IPv4
211.57.35.0/24,AS4766 IPv4
117.17.254.0/24,AS4766 IPv4
183.104.0.0/13,AS4766 IPv4
61.80.0.0/14,AS4766 IPv4
114.70.81.0/24,AS4766 IPv4
211.57.166.0/24,AS4766 IPv4
211.105.7.0/24,AS4766 IPv4
84.37.23.0/24,AS4766 IPv4
210.113.7.0/24,AS4766 IPv4
210.96.17.0/24,AS4766 IPv4
203.253.249.0/24,AS4766 IPv4
220.67.76.0/23,AS4766 IPv4
210.95.224.0/22,AS4766 IPv4
211.255.128.0/21,AS4766 IPv4
211.184.76.0/24,AS4766 IPv4
211.34.0.0/20,AS4766 IPv4
211.41.15.0/24,AS4766 IPv4
211.52.57.0/24,AS4766 IPv4
202.31.213.0/24,AS4766 IPv4
210.99.44.0/24,AS4766 IPv4
210.119.168.0/24,AS4766 IPv4
220.67.93.0/24,AS4766 IPv4
114.70.207.0/24,AS4766 IPv4
110.70.0.0/15,AS4766 IPv4
117.17.16.0/20,AS4766 IPv4
220.67.135.0/24,AS4766 IPv4
218.157.100.0/24,AS4766 IPv4
64.81.172.0/23,AS4766 IPv4
61.251.68.0/24,AS4766 IPv4
220.68.158.0/24,AS4766 IPv4
218.48.195.0/24,AS4766 IPv4
220.149.212.0/22,AS4766 IPv4
103.141.191.0/24,AS4766 IPv4
180.92.240.0/20,AS4766 IPv4
211.63.128.0/17,AS4766 IPv4
185.210.168.0/23,AS4766 IPv4
114.71.13.0/24,AS4766 IPv4
210.119.161.0/24,AS4766 IPv4
210.104.239.0/24,AS4766 IPv4
23.133.244.0/24,AS4766 IPv4
1.231.122.0/24,AS4766 IPv4
211.52.21.0/24,AS4766 IPv4
115.16.0.0/13,AS4766 IPv4
