geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
11797,zh-CN,AS,亚洲,IR,伊朗,02,,,,,,Asia/Tehran,0
18918,zh-CN,EU,欧洲,CY,塞浦路斯,04,法马古斯塔区,,,,,Asia/Famagusta,1
49518,zh-CN,AF,非洲,RW,卢旺达,,,,,,,Africa/Kigali,0
51537,zh-CN,AF,非洲,SO,索马里,,,,,,,Africa/Mogadishu,0
53654,zh-CN,AF,非洲,SO,索马里,BN,,,,摩加迪休,,Africa/Mogadishu,0
54225,zh-CN,AF,非洲,SO,索马里,SH,,,,,,Africa/Mogadishu,0
57289,zh-CN,AF,非洲,SO,索马里,WO,,,,,,Africa/Mogadishu,0
58933,zh-CN,AF,非洲,SO,索马里,NU,,,,加罗韦,,Africa/Mogadishu,0
62691,zh-CN,AF,非洲,SO,索马里,SA,,,,,,Africa/Mogadishu,0
63795,zh-CN,AF,非洲,SO,索马里,TO,,,,,,Africa/Mogadishu,0
64013,zh-CN,AF,非洲,SO,索马里,BR,,,,博萨索,,Africa/Mogadishu,0
64460,zh-CN,AF,非洲,SO,索马里,HI,,,,,,Africa/Mogadishu,0
64536,zh-CN,AF,非洲,SO,索马里,BY,,,,,,Africa/Mogadishu,0
69543,zh-CN,AS,亚洲,YE,也门,,,,,,,Asia/Aden,0
70222,zh-CN,AS,亚洲,YE,也门,TA,,,,,,Asia/Aden,0
70223,zh-CN,AS,亚洲,YE,也门,DH,扎馬尔省,,,,,Asia/Aden,0
70225,zh-CN,AS,亚洲,YE,也门,TA,,,,,,Asia/Aden,0
71135,zh-CN,AS,亚洲,YE,也门,HD,哈德拉毛省,,,,,Asia/Aden,0
71137,zh-CN,AS,亚洲,YE,也门,SA,,,,萨那,,Asia/Aden,0
71490,zh-CN,AS,亚洲,YE,也门,BA,贝达省,,,,,Asia/Aden,0
75427,zh-CN,AS,亚洲,YE,也门,SU,索科特拉省,,,,,Asia/Aden,0
76184,zh-CN,AS,亚洲,YE,也门,DH,扎馬尔省,,,,,Asia/Aden,0
77843,zh-CN,AS,亚洲,YE,也门,HU,荷台达省,,,,,Asia/Aden,0
78428,zh-CN,AS,亚洲,YE,也门,AM,,,,,,Asia/Aden,0
79415,zh-CN,AS,亚洲,YE,也门,HU,荷台达省,,,,,Asia/Aden,0
79836,zh-CN,AS,亚洲,YE,也门,BA,贝达省,,,,,Asia/Aden,0
80425,zh-CN,AS,亚洲,YE,也门,AB,阿比扬省,,,,,Asia/Aden,0
81302,zh-CN,AF,非洲,LY,利比亚,BU,,,,图卜鲁格,,Africa/Tripoli,0
85026,zh-CN,AF,非洲,LY,利比亚,JA,,,,,,Africa/Tripoli,0
87205,zh-CN,AF,非洲,LY,利比亚,DR,,,,,,Africa/Tripoli,0
88319,zh-CN,AF,非洲,LY,利比亚,BA,,,,班加西,,Africa/Tripoli,0
88903,zh-CN,AF,非洲,LY,利比亚,MJ,,,,,,Africa/Tripoli,0
88962,zh-CN,AF,非洲,LY,利比亚,KF,,,,,,Africa/Tripoli,0
89055,zh-CN,AF,非洲,LY,利比亚,JA,,,,,,Africa/Tripoli,0
89113,zh-CN,AF,非洲,LY,利比亚,WA,,,,艾季达比耶,,Africa/Tripoli,0
89341,zh-CN,AS,亚洲,IQ,伊拉克,BA,巴士拉省,,,,,Asia/Baghdad,0
89570,zh-CN,AS,亚洲,IQ,伊拉克,DA,杜胡克省,,,,,Asia/Baghdad,0
89693,zh-CN,AS,亚洲,IQ,伊拉克,WA,,,,,,Asia/Baghdad,0
90150,zh-CN,AS,亚洲,IQ,伊拉克,SD,萨拉赫丁省,,,提克里特,,Asia/Baghdad,0
90831,zh-CN,AS,亚洲,IQ,伊拉克,KA,,,,,,Asia/Baghdad,0
91419,zh-CN,AS,亚洲,IQ,伊拉克,BA,巴士拉省,,,,,Asia/Baghdad,0
91597,zh-CN,AS,亚洲,IQ,伊拉克,SD,萨拉赫丁省,,,,,Asia/Baghdad,0
91695,zh-CN,AS,亚洲,IQ,伊拉克,SD,萨拉赫丁省,,,,,Asia/Baghdad,0
92052,zh-CN,AS,亚洲,IQ,伊拉克,SU,,,,,,Asia/Baghdad,0
