geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
11797,pt-BR,AS,Ásia,IR,Irã,02,Mazandaran,,,,,Asia/Tehran,0
18918,pt-BR,EU,Europa,CY,Chipre,04,Famagusta,,,,,Asia/Famagusta,1
49518,pt-BR,AF,África,RW,Ruanda,,,,,,,Africa/Kigali,0
51537,pt-BR,AF,África,SO,Somália,,,,,,,Africa/Mogadishu,0
53654,pt-BR,AF,África,SO,Somália,BN,Banaadir,,,Mogadíscio,,Africa/Mogadishu,0
54225,pt-BR,AF,África,SO,Somália,SH,"Shabelle Inferior",,,Marka,,Africa/Mogadishu,0
57289,pt-BR,AF,África,SO,Somália,WO,"Woqooyi Galbeed",,,Hargeisa,,Africa/Mogadishu,0
58933,pt-BR,AF,África,SO,Somália,NU,Nugaal,,,Garoowe,,Africa/Mogadishu,0
62691,pt-BR,AF,África,SO,Somália,SA,Sanaag,,,Ceerigaabo,,Africa/Mogadishu,0
63795,pt-BR,AF,África,SO,Somália,TO,Togdheer,,,Burao,,Africa/Mogadishu,0
64013,pt-BR,AF,África,SO,Somália,BR,Bari,,,Boosaaso,,Africa/Mogadishu,0
64460,pt-BR,AF,África,SO,Somália,HI,Hiiraan,,,Beledweyne,,Africa/Mogadishu,0
64536,pt-BR,AF,África,SO,Somália,BY,Bay,,,Baidoa,,Africa/Mogadishu,0
69543,pt-BR,AS,Ásia,YE,Iêmen,,,,,,,Asia/Aden,0
70222,pt-BR,AS,Ásia,YE,Iêmen,TA,Ta'izz,,,,,Asia/Aden,0
70223,pt-BR,AS,Ásia,YE,Iêmen,DH,Dhamar,,,,,Asia/Aden,0
70225,pt-BR,AS,Ásia,YE,Iêmen,TA,Ta'izz,,,Taiz,,Asia/Aden,0
71135,pt-BR,AS,Ásia,YE,Iêmen,HD,Hadramaute,,,,,Asia/Aden,0
71137,pt-BR,AS,Ásia,YE,Iêmen,SA,"Amanat Alasimah",,,Sanaa,,Asia/Aden,0
71490,pt-BR,AS,Ásia,YE,Iêmen,BA,"Al Bayda'",,,,,Asia/Aden,0
75427,pt-BR,AS,Ásia,YE,Iêmen,SU,Socotra,,,,,Asia/Aden,0
76184,pt-BR,AS,Ásia,YE,Iêmen,DH,Dhamar,,,Dhamar,,Asia/Aden,0
77843,pt-BR,AS,Ásia,YE,Iêmen,HU,Hodeida,,,,,Asia/Aden,0
78428,pt-BR,AS,Ásia,YE,Iêmen,AM,'Amran,,,Amrão,,Asia/Aden,0
79415,pt-BR,AS,Ásia,YE,Iêmen,HU,Hodeida,,,"Al Hudaydah",,Asia/Aden,0
79836,pt-BR,AS,Ásia,YE,Iêmen,BA,"Al Bayda'",,,"Al Bayda",,Asia/Aden,0
80425,pt-BR,AS,Ásia,YE,Iêmen,AB,Abyan,,,,,Asia/Aden,0
81302,pt-BR,AF,África,LY,Líbia,BU,"Al Butnan",,,Tobruk,,Africa/Tripoli,0
85026,pt-BR,AF,África,LY,Líbia,JA,"Al Jabal al Akhdar",,,,,Africa/Tripoli,0
87205,pt-BR,AF,África,LY,Líbia,DR,Darnah,,,Derna,,Africa/Tripoli,0
88319,pt-BR,AF,África,LY,Líbia,BA,Bengasi,,,Bengasi,,Africa/Tripoli,0
88903,pt-BR,AF,África,LY,Líbia,MJ,"Al Marj",,,"Al Marj",,Africa/Tripoli,0
88962,pt-BR,AF,África,LY,Líbia,KF,"Al Kufrah",,,,,Africa/Tripoli,0
89055,pt-BR,AF,África,LY,Líbia,JA,"Al Jabal al Akhdar",,,"Al Bayda",,Africa/Tripoli,0
89113,pt-BR,AF,África,LY,Líbia,WA,"Al Wahat",,,Ajdabiyah,,Africa/Tripoli,0
89341,pt-BR,AS,Ásia,IQ,Iraque,BA,Basra,,,,,Asia/Baghdad,0
89570,pt-BR,AS,Ásia,IQ,Iraque,DA,Dahuk,,,,,Asia/Baghdad,0
89693,pt-BR,AS,Ásia,IQ,Iraque,WA,Wasit,,,,,Asia/Baghdad,0
90150,pt-BR,AS,Ásia,IQ,Iraque,SD,Salah-ad-Din,,,Tikrit,,Asia/Baghdad,0
90831,pt-BR,AS,Ásia,IQ,Iraque,KA,Karbala,,,,,Asia/Baghdad,0
91419,pt-BR,AS,Ásia,IQ,Iraque,BA,Basra,,,,,Asia/Baghdad,0
91597,pt-BR,AS,Ásia,IQ,Iraque,SD,Salah-ad-Din,,,,,Asia/Baghdad,0
91695,pt-BR,AS,Ásia,IQ,Iraque,SD,Salah-ad-Din,,,,,Asia/Baghdad,0
92052,pt-BR,AS,Ásia,IQ,Iraque,SU,Sulaimaniyah,,,,,Asia/Baghdad,0
93540,pt-BR,AS,Ásia,IQ,Iraque,MA,Maysan,,,,,Asia/Baghdad,0
94787,pt-BR,AS,Ásia,IQ,Iraque,KI,Kirkuk,,,Kirkuk,,Asia/Baghdad,0
94823,pt-BR,AS,Ásia,IQ,Iraque,KA,Karbala,,,,,Asia/Baghdad,0
94824,pt-BR,AS,Ásia,IQ,Iraque,KA,Karbala,,,Karbala,,Asia/Baghdad,0
95445,pt-BR,AS,Ásia,IQ,Iraque,AR,Erbil,,,,,Asia/Baghdad,0
95446,pt-BR,AS,Ásia,IQ,Iraque,AR,Erbil,,,,,Asia/Baghdad,0
96965,pt-BR,AS,Ásia,IQ,Iraque,DI,Diyala,,,,,Asia/Baghdad,0
96994,pt-BR,AS,Ásia,IQ,Iraque,DA,Dahuk,,,,,Asia/Baghdad,0
97990,pt-BR,AS,Ásia,IQ,Iraque,DI,Diyala,,,,,Asia/Baghdad,0
