dest_ip,metadata_comment
1.0.0.0/24,AS13335 IPv4
1.1.1.0/24,AS13335 IPv4
1.11.92.0/23,AS45996 IPv4
1.11.94.0/24,AS45996 IPv4
1.12.0.0/20,AS132203 IPv4
1.12.14.0/23,AS132203 IPv4
1.12.34.0/23,AS132203 IPv4
1.120.0.0/13,AS1221 IPv4
1.128.0.0/11,AS1221 IPv4
1.16.0.0/18,AS45996 IPv4
1.160.0.0/12,AS3462 IPv4
1.160.0.0/16,AS3462 IPv4
1.161.0.0/16,AS3462 IPv4
1.162.0.0/16,AS3462 IPv4
1.163.0.0/16,AS3462 IPv4
1.164.0.0/16,AS3462 IPv4
1.165.0.0/16,AS3462 IPv4
1.166.0.0/16,AS3462 IPv4
1.167.0.0/16,AS3462 IPv4
1.168.0.0/16,AS3462 IPv4
1.169.0.0/16,AS3462 IPv4
1.170.0.0/16,AS3462 IPv4
1.171.0.0/16,AS3462 IPv4
1.172.0.0/16,AS3462 IPv4
1.173.0.0/16,AS3462 IPv4
1.174.0.0/16,AS3462 IPv4
1.175.0.0/16,AS3462 IPv4
1.201.184.0/22,AS132203 IPv4
1.201.188.0/23,AS132203 IPv4
1.247.4.0/24,AS63199 IPv4
1.255.30.0/24,AS63199 IPv4
1.32.0.0/17,AS4788 IPv4
1.32.0.0/19,AS4788 IPv4
1.32.192.0/18,AS64050 IPv4
1.32.192.0/24,AS64050 IPv4
1.32.193.0/24,AS64050 IPv4
1.32.194.0/24,AS64050 IPv4
1.32.195.0/24,AS64050 IPv4
1.32.196.0/24,AS64050 IPv4
1.32.197.0/24,AS64050 IPv4
1.32.198.0/24,AS64050 IPv4
1.32.199.0/24,AS64050 IPv4
1.32.200.0/24,AS64050 IPv4
1.32.201.0/24,AS64050 IPv4
1.32.202.0/24,AS64050 IPv4
1.32.203.0/24,AS64050 IPv4
1.32.204.0/24,AS64050 IPv4
1.32.205.0/24,AS152194 IPv4
1.32.206.0/24,AS64050 IPv4
1.32.207.0/24,AS64050 IPv4
1.32.208.0/24,AS64050 IPv4
1.32.209.0/24,AS64050 IPv4
1.32.210.0/24,AS64050 IPv4
1.32.211.0/24,AS64050 IPv4
1.32.212.0/24,AS64050 IPv4
1.32.213.0/24,AS64050 IPv4
1.32.214.0/24,AS64050 IPv4
1.32.215.0/24,AS64050 IPv4
1.32.216.0/24,AS152194 IPv4
1.32.217.0/24,AS64050 IPv4
1.32.218.0/24,AS152194 IPv4
1.32.219.0/24,AS64050 IPv4
1.32.220.0/24,AS64050 IPv4
1.32.221.0/24,AS64050 IPv4
1.32.222.0/24,AS64050 IPv4
1.32.223.0/24,AS64050 IPv4
1.32.224.0/24,AS64050 IPv4
1.32.225.0/24,AS64050 IPv4
1.32.226.0/24,AS64050 IPv4
1.32.227.0/24,AS64050 IPv4
1.32.228.0/24,AS152194 IPv4
1.32.229.0/24,AS152194 IPv4
1.32.230.0/24,AS64050 IPv4
1.32.231.0/24,AS64050 IPv4
1.32.232.0/24,AS64050 IPv4
1.32.234.0/24,AS64050 IPv4
1.32.235.0/24,AS64050 IPv4
1.32.236.0/24,AS64050 IPv4
1.32.237.0/24,AS152194 IPv4
1.32.238.0/24,AS64050 IPv4
1.32.239.0/24,AS64050 IPv4
1.32.240.0/24,AS64050 IPv4
1.32.241.0/24,AS64050 IPv4
1.32.242.0/24,AS64050 IPv4
1.32.244.0/24,AS64050 IPv4
1.32.245.0/24,AS64050 IPv4
1.32.246.0/24,AS152194 IPv4
1.32.247.0/24,AS152194 IPv4
