dest_ip,metadata_region,metadata_service,metadata_network_border_group
3.5.140.0/22,ap-northeast-2,EC2,ap-northeast-2
35.180.0.0/16,eu-west-3,EC2,eu-west-3
51.85.0.0/16,il-central-1,EC2,il-central-1
51.168.0.0/15,me-west-1,EC2,me-west-1
3.108.0.0/14,ap-south-1,EC2,ap-south-1
15.181.232.0/21,us-east-1,EC2,us-east-1-iah-1
18.99.176.0/20,ap-east-1,EC2,ap-east-1
35.50.192.0/24,eu-central-1,EC2,eu-central-1
3.2.0.0/24,us-east-1,EC2,us-east-1-iah-1
3.5.60.0/22,ap-southeast-7,EC2,ap-southeast-7
18.97.192.0/18,eu-west-1,EC2,eu-west-1
96.0.80.0/22,ap-southeast-2,EC2,ap-southeast-2-akl-1
18.97.0.0/18,us-east-1,EC2,us-east-1
52.4.0.0/14,us-east-1,EC2,us-east-1
54.222.88.0/24,cn-north-1,EC2,cn-north-1
64.252.81.0/24,sa-east-1,EC2,sa-east-1
96.0.102.0/23,us-east-1,EC2,us-east-1-bos-1
18.96.32.0/19,eu-central-1,EC2,eu-central-1
35.96.248.0/24,eu-west-2,EC2,eu-west-2
50.16.0.0/15,us-east-1,EC2,us-east-1
52.95.224.0/24,eu-south-1,EC2,eu-south-1
54.222.64.0/24,cn-north-1,EC2,cn-north-1
99.151.160.0/21,ap-southeast-5,EC2,ap-southeast-5
139.56.16.0/23,us-west-2,EC2,us-west-2-wl1-phx-wlz-1
15.193.3.0/24,ap-southeast-2,EC2,ap-southeast-2
15.220.196.0/22,us-east-1,EC2,us-east-1-mia-1
15.220.216.0/22,ap-south-1,EC2,ap-south-1-del-2
18.96.160.0/19,il-central-1,EC2,il-central-1
35.71.115.0/24,us-gov-east-1,EC2,us-gov-east-1
136.18.152.0/21,mx-central-1,EC2,mx-central-1
161.188.116.0/22,us-east-1,EC2,us-east-1
192.31.212.0/24,us-west-1,EC2,us-west-1
15.205.0.0/16,us-gov-west-1,EC2,us-gov-west-1
64.252.69.0/24,us-east-1,EC2,us-east-1
71.131.192.0/18,cn-north-1,EC2,cn-north-1
13.236.0.0/14,ap-southeast-2,EC2,ap-southeast-2
15.103.0.0/16,af-south-1,EC2,af-south-1
15.177.100.0/24,ca-west-1,EC2,ca-west-1
35.96.28.0/23,us-east-1,EC2,us-east-1
35.96.240.0/24,us-west-2,EC2,us-west-2
43.206.0.0/15,ap-northeast-1,EC2,ap-northeast-1
52.95.226.0/24,ap-east-1,EC2,ap-east-1
3.4.0.0/24,us-east-1,EC2,us-east-1
15.177.83.0/24,ap-southeast-2,EC2,ap-southeast-2
15.185.0.0/16,me-south-1,EC2,me-south-1
15.220.252.0/22,us-west-2,EC2,us-west-2-las-1
18.96.192.0/19,eu-south-2,EC2,eu-south-2
35.55.17.0/24,eu-central-1,EC2,eu-central-1
54.247.0.0/16,eu-west-1,EC2,eu-west-1
54.248.0.0/15,ap-northeast-1,EC2,ap-northeast-1
99.77.55.49/32,eu-south-2,EC2,eu-south-2
35.71.99.0/24,me-south-1,EC2,me-south-1
54.148.0.0/15,us-west-2,EC2,us-west-2
99.77.130.0/24,us-west-2,EC2,us-west-2
15.193.11.0/24,ap-northeast-3,EC2,ap-northeast-3
18.200.0.0/16,eu-west-1,EC2,eu-west-1
54.206.0.0/16,ap-southeast-2,EC2,ap-southeast-2
66.7.0.0/21,us-west-2,EC2,us-west-2
99.150.56.0/21,us-west-2,EC2,us-west-2
108.175.56.0/22,us-gov-west-1,EC2,us-gov-west-1
5.60.0.0/20,ap-east-2,EC2,ap-east-2
15.193.2.0/24,ap-southeast-1,EC2,ap-southeast-1
15.220.222.0/23,us-east-1,EC2,us-east-1-mci-1
23.228.193.0/24,us-east-1,EC2,us-east-1
35.50.238.0/24,ap-northeast-2,EC2,ap-northeast-2
99.77.132.0/24,us-west-1,EC2,us-west-1
13.204.0.0/14,ap-south-1,EC2,ap-south-1
15.181.247.0/24,us-east-1,EC2,us-east-1-atl-1
18.232.0.0/14,us-east-1,EC2,us-east-1
35.55.11.0/24,ap-southeast-2,EC2,ap-southeast-2
51.34.0.0/16,eu-central-2,EC2,eu-central-2
52.82.169.0/28,cn-northwest-1,EC2,cn-northwest-1
64.252.118.0/24,us-west-1,EC2,us-west-1
99.77.244.0/24,ap-northeast-1,EC2,ap-northeast-1
155.146.80.0/20,us-east-1,EC2,us-east-1-wl1-mia-wlz-1
5.60.64.0/19,us-east-1,EC2,us-east-1
15.220.120.0/21,us-east-1,EC2,us-east-1-bue-1
54.74.0.0/15,eu-west-1,EC2,eu-west-1
15.220.207.0/24,us-west-2,EC2,us-west-2-sea-1
18.99.144.0/20,af-south-1,EC2,af-south-1
18.102.0.0/16,eu-south-1,EC2,eu-south-1
40.172.0.0/16,me-central-1,EC2,me-central-1
43.193.0.0/18,cn-northwest-1,EC2,cn-northwest-1
52.83.0.0/16,cn-northwest-1,EC2,cn-northwest-1
64.252.122.0/24,us-west-1,EC2,us-west-1
155.146.224.0/20,us-east-1,EC2,us-east-1-wl1-msp-wlz-1
52.47.0.0/16,eu-west-3,EC2,eu-west-3
52.94.249.144/28,ap-east-1,EC2,ap-east-1
52.94.250.96/28,mx-central-1,EC2,mx-central-1
52.95.255.64/28,eu-west-1,EC2,eu-west-1
99.77.55.46/32,eu-south-2,EC2,eu-south-2
151.148.40.0/24,ap-northeast-2,EC2,ap-northeast-2
159.248.224.0/21,ap-southeast-3,EC2,ap-southeast-3
13.208.0.0/16,ap-northeast-3,EC2,ap-northeast-3
15.193.7.0/24,us-west-2,EC2,us-west-2
35.50.211.0/24,me-south-1,EC2,me-south-1
35.55.126.0/24,us-west-2,EC2,us-west-2
54.156.0.0/14,us-east-1,EC2,us-east-1
54.236.0.0/15,us-east-1,EC2,us-east-1
96.0.32.0/22,eu-north-1,EC2,eu-north-1-cph-1
99.150.8.0/21,us-east-1,EC2,us-east-1
155.146.240.0/20,us-east-1,EC2,us-east-1-wl1-iah-wlz-1
3.5.40.0/22,ap-southeast-4,EC2,ap-southeast-4
3.5.136.0/22,eu-central-1,EC2,eu-central-1
15.181.160.0/20,us-east-1,EC2,us-east-1-nyc-1
18.191.0.0/16,us-east-2,EC2,us-east-2
35.50.229.0/24,ap-northeast-3,EC2,ap-northeast-3
99.77.159.0/24,eu-south-1,EC2,eu-south-1
15.177.82.0/24,ap-southeast-1,EC2,ap-southeast-1
15.181.80.0/20,us-east-1,EC2,us-east-1-atl-1
35.50.143.0/24,us-east-2,EC2,us-east-2
35.50.197.0/24,eu-west-1,EC2,eu-west-1
47.128.0.0/14,ap-southeast-1,EC2,ap-southeast-1
54.153.128.0/17,ap-southeast-2,EC2,ap-southeast-2
122.248.192.0/18,ap-southeast-1,EC2,ap-southeast-1
5.60.128.0/17,ap-northeast-1,EC2,ap-northeast-1
13.247.0.0/16,af-south-1,EC2,af-south-1
18.192.0.0/15,eu-central-1,EC2,eu-central-1
35.71.114.0/24,ap-northeast-1,EC2,ap-northeast-1
54.229.0.0/16,eu-west-1,EC2,eu-west-1
99.77.55.41/32,eu-south-2,EC2,eu-south-2
136.18.0.0/23,us-gov-west-1,EC2,us-gov-west-1
136.18.128.0/23,us-east-1,EC2,us-east-1
136.18.142.0/23,eu-central-1,EC2,eu-central-1
208.78.132.0/23,eu-west-2,EC2,eu-west-2
35.50.212.0/24,me-south-1,EC2,me-south-1
54.250.0.0/16,ap-northeast-1,EC2,ap-northeast-1
64.252.89.0/24,eu-central-1,EC2,eu-central-1
107.20.0.0/14,us-east-1,EC2,us-east-1
3.5.160.0/22,us-west-1,EC2,us-west-1
35.96.30.0/23,us-west-1,EC2,us-west-1
46.51.192.0/20,eu-west-1,EC2,eu-west-1
56.137.0.0/16,us-gov-west-1,EC2,us-gov-west-1
99.77.149.0/24,sa-east-1,EC2,sa-east-1
155.146.176.0/20,us-east-1,EC2,us-east-1-wl1-chi-wlz-1
3.132.0.0/14,us-east-2,EC2,us-east-2
43.195.0.0/20,cn-north-1,EC2,cn-north-1
43.210.0.0/15,ap-southeast-7,EC2,ap-southeast-7
63.32.0.0/14,eu-west-1,EC2,eu-west-1
64.252.85.0/24,eu-west-2,EC2,eu-west-2
13.36.0.0/14,eu-west-3,EC2,eu-west-3
54.25.15.0/24,us-east-1,EC2,us-east-1
15.177.94.0/24,ap-south-2,EC2,ap-south-2
35.96.11.0/24,us-west-2,EC2,us-west-2
52.95.255.16/28,ap-southeast-2,EC2,ap-southeast-2
63.176.0.0/14,eu-central-1,EC2,eu-central-1
96.0.40.0/21,af-south-1,EC2,af-south-1-los-1
216.39.136.0/21,eu-west-2,EC2,eu-west-2
18.236.0.0/15,us-west-2,EC2,us-west-2
35.50.226.0/24,ap-northeast-1,EC2,ap-northeast-1
35.55.2.0/24,ap-northeast-1,EC2,ap-northeast-1
52.94.249.80/28,us-west-1,EC2,us-west-1
64.252.74.0/24,us-east-2,EC2,us-east-2
99.77.183.0/24,us-gov-east-1,EC2,us-gov-east-1
15.193.176.0/22,ap-northeast-2,EC2,ap-northeast-2
64.252.79.0/24,sa-east-1,EC2,sa-east-1
15.188.0.0/16,eu-west-3,EC2,eu-west-3
18.116.0.0/14,us-east-2,EC2,us-east-2
54.200.0.0/15,us-west-2,EC2,us-west-2
83.119.64.0/18,eu-west-2,EC2,eu-west-2
3.5.36.0/22,ap-southeast-3,EC2,ap-southeast-3
18.99.128.0/20,ca-west-1,EC2,ca-west-1
99.77.238.0/24,ap-south-1,EC2,ap-south-1
35.50.239.0/24,ap-northeast-2,EC2,ap-northeast-2
35.55.15.0/24,ap-south-1,EC2,ap-south-1
54.144.0.0/14,us-east-1,EC2,us-east-1
54.169.0.0/16,ap-southeast-1,EC2,ap-southeast-1
56.69.0.0/16,ap-southeast-5,EC2,ap-southeast-5
63.246.113.0/24,eu-west-1,EC2,eu-west-1
99.77.136.0/24,eu-central-1,EC2,eu-central-1
35.50.133.0/24,us-west-2,EC2,us-west-2
35.71.94.0/24,eusc-de-east-1,EC2,eusc-de-east-1
35.71.118.0/24,ap-southeast-1,EC2,ap-southeast-1
35.96.26.0/23,us-east-2,EC2,us-east-2
64.252.72.0/24,us-west-2,EC2,us-west-2
35.96.18.0/23,eu-central-1,EC2,eu-central-1
99.77.148.0/24,af-south-1,EC2,af-south-1
139.56.32.0/23,us-west-2,EC2,us-west-2-wl1-lax-wlz-1
13.192.0.0/16,ap-northeast-1,EC2,ap-northeast-1
52.95.240.0/24,sa-east-1,EC2,sa-east-1
75.101.128.0/17,us-east-1,EC2,us-east-1
96.0.16.0/21,us-east-1,EC2,us-east-1-lim-1
99.77.55.3/32,eu-south-2,EC2,eu-south-2
1.178.6.0/24,us-east-1,EC2,us-east-1
1.178.65.0/24,us-west-2,EC2,us-west-2
3.4.3.0/24,us-west-2,EC2,us-west-2
15.222.0.0/15,ca-central-1,EC2,ca-central-1
35.96.252.0/24,ca-central-1,EC2,ca-central-1
69.235.128.0/18,cn-northwest-1,EC2,cn-northwest-1
99.77.240.0/24,ap-southeast-1,EC2,ap-southeast-1
155.146.192.0/20,us-east-1,EC2,us-east-1-wl1-tpa-wlz-1
198.41.96.0/24,us-east-1,EC2,us-east-1
204.236.128.0/18,us-west-1,EC2,us-west-1
1.178.7.0/24,eu-west-1,EC2,eu-west-1
3.5.208.0/22,ap-south-1,EC2,ap-south-1
15.177.76.0/24,ap-northeast-2,EC2,ap-northeast-2
15.177.105.0/24,ap-southeast-6,EC2,ap-southeast-6
35.55.30.0/24,us-east-1,EC2,us-east-1
52.30.0.0/15,eu-west-1,EC2,eu-west-1
52.94.249.64/28,us-west-2,EC2,us-west-2
54.92.0.0/17,ap-northeast-1,EC2,ap-northeast-1
54.154.0.0/16,eu-west-1,EC2,eu-west-1
64.252.76.0/24,us-east-2,EC2,us-east-2
67.202.0.0/18,us-east-1,EC2,us-east-1
99.77.251.0/24,us-west-1,EC2,us-west-1
3.30.0.0/15,us-gov-west-1,EC2,us-gov-west-1
15.181.253.0/24,us-west-2,EC2,us-west-2-sea-1
18.34.0.0/19,us-east-1,EC2,us-east-1
35.71.119.0/24,ca-central-1,EC2,ca-central-1
54.226.0.0/15,us-east-1,EC2,us-east-1
99.77.55.38/32,eu-south-2,EC2,eu-south-2
161.188.120.0/22,us-east-1,EC2,us-east-1
162.250.237.0/24,us-east-1,EC2,us-east-1
3.112.0.0/14,ap-northeast-1,EC2,ap-northeast-1
3.144.0.0/13,us-east-2,EC2,us-east-2
