metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1776442554.6422,transparent,4867.5984819658,1773002169.3143,AS34984 Superonline Iletisim Hizmetleri A.S.,TELLCOM-AS,Kilis,Asia,AS,Türkiye,TR,,False,Superonline Iletisim Hizmetleri A.S.,36.7143,37.1123,False,Guneydogu Telekom Internet Bilisim VE Iletisim HIZ TIC LTD,True,Kilis,success,Europe/Istanbul,79000,1776212211,1776442554.6422,8080,http,176.88.166.196:8080,False,3747.4637031555,4949,33471,12.881311816762,176.88.166.196
True,1776442554.642,elite,4330.0861857437,1776079299.4116,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Fairfax,North America,,United States,US,,False,Cox Communications Inc.,38.8503,-77.2985,False,Amalga Systems Inc.,True,Virginia,success,America/New_York,22038,1776078146,1776442554.642,4145,socks4,72.206.74.126:4145,True,19336.028337479,6667,754,89.839644252796,72.206.74.126
True,1776442554.6307,elite,5397.9467082153,1775991699.1948,AS213877 U1 DIGITAL SERVICES LTD,U1DS-AS,Amsterdam,Europe,EU,The Netherlands,NL,,False,U1 DIGITAL SERVICES LTD,52.3759,4.8975,False,u1host Amsterdam,False,North Holland,success,Europe/Amsterdam,1012,1776011942,1776442554.6307,3128,http,144.31.247.98:3128,False,4821.9478130341,551,4105,11.834192439863,144.31.247.98
True,1776440874.5824,elite,1381.7966939551,1775986907.9743,"AS59019 Beijing Kingsoft Cloud Internet Technology Co., Ltd",BJKSCNET,Beijing,Asia,AS,China,CN,,False,Beijing Kingsoft Cloud Internet Technology Co,39.9042,116.407,False,"Beijing Kingsoft Cloud Internet Technology Co., Ltd.",False,Beijing,success,Asia/Shanghai,100000,1775986909,1776442554.6149,7890,http,120.92.108.86:7890,False,1446.394443512,10271,72,99.303877018273,120.92.108.86
True,1776442554.5462,transparent,5461.6790897897,1766837973.4345,AS141947 PT Loveika Host Nusantara,IDNIC-LHOST-AS-ID,Kabupaten Tuban,Asia,AS,Indonesia,ID,,False,PT Loveika Host Nusantara,-7.027,111.9633,False,,True,East Java,success,Asia/Jakarta,62371,1775916439,1776442554.5462,8080,http,103.166.124.227:8080,False,3078.262090683,22129,202054,9.8709536405526,103.166.124.227
True,1776442554.4807,elite,18679.457055198,1775597834.9794,AS45090 Shenzhen Tencent Computer Systems Company Limited,TENCENT-NET-AP,Beijing,Asia,AS,China,CN,,False,Shenzhen Tencent Computer Systems Company Limited,39.911,116.395,False,"Tencent Cloud Computing (Beijing) Co., Ltd",False,Beijing,success,Asia/Shanghai,,1776087932,1776442554.4807,80,socks5,101.43.170.149:80,True,20670.147895813,18,1577,1.128526645768,101.43.170.149
True,1776442489.8932,elite,4577.3339465244,1765045200.7109,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Santa Clara,North America,,United States,US,,True,"DigitalOcean, LLC",37.3931,-121.962,False,"DigitalOcean, LLC",True,California,success,America/Los_Angeles,95054,1775934170,1776442554.3302,80,http,143.198.135.176:80,False,7381.4854621887,89328,136471,39.560848365139,143.198.135.176
True,1776442503.9066,transparent,5949.4285809814,1766994802.8824,AS141114 PT Super Media Indonesia,EASTMEDIA-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Super Media Indonesia,-6.3792,106.8201,False,Sminet,True,Jakarta,success,Asia/Jakarta,16426,1776270458,1776442554.2458,7777,http,103.157.78.118:7777,False,11003.272533417,1064,4380,19.544452608376,103.157.78.118
True,1776442554.1708,elite,3625.4417578401,1773164096.9463,AS23923 Agni Systems Limited,AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,False,Agni Systems Limited,23.746,90.382,True,Agni Systems Ltd.,True,Dhaka Division,success,Asia/Dhaka,1205,1776188674,1776442554.1708,9108,http,119.148.55.89:9108,False,1443.7530040741,14641,82976,14.998412161816,119.148.55.89
True,1776442554.0025,transparent,4270.5860539617,1771661460.725,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Kita,Asia,AS,Japan,JP,,False,InfoSphere,35.752,139.7341,False,"NTTPC Communications, Inc",True,Tokyo,success,Asia/Tokyo,114-8502,1775900785,1776442554.0025,7777,http,116.80.63.67:7777,False,3787.8363132477,16956,125065,11.939079431915,116.80.63.67
True,1776442553.7736,elite,3398.9586028607,1696984740.1488,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1057,-84.5036,False,Maximum Communications,True,Ohio,success,America/New_York,45202,1776084718,1776442553.7736,36181,socks4,69.61.200.104:36181,True,1261.0092163086,227831,757393,23.124791925491,69.61.200.104
True,1776442553.7382,anonymous,6773.1834893495,1750609265.1531,AS139409 PT JERNIH MULTI KOMUNIKASI,JERNIHNETWORK-AS-ID,Karanganom,Asia,AS,Indonesia,ID,,False,JERNIHNETWORK,-7.64889,110.625,False,,True,Central Java,success,Asia/Jakarta,,1776074955,1776442553.7382,8000,http,103.143.197.218:8000,False,4709.2797756195,852,4429,16.13330808559,103.143.197.218
True,1776431383.3502,elite,1215.4118218898,1752072178.3183,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,CHINA UNICOM China169 Backbone,39.9236,116.36,False,huazhenggongXS com,True,Beijing,success,Asia/Shanghai,,1776267638,1776442553.7118,9091,http,113.204.79.230:9091,False,1212.899684906,318524,9516,97.09913425192,113.204.79.230
True,1776419036.7485,anonymous,1681.8437989819,1742442731.8536,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,TTSSB-MY,Kota Kinabalu,Asia,AS,Malaysia,MY,,False,ADSL Streamyx Telekom Malaysia,5.9749,116.072,False,,True,Sabah,success,Asia/Kuching,88600,1776074444,1776442553.6387,80,http,219.93.101.63:80,False,574.24449920654,65039,32503,66.677943860081,219.93.101.63
True,1776442553.5081,elite,7249.5716158877,1776126131.895,AS213877 U1 DIGITAL SERVICES LTD,U1DS-AS,Frankfurt am Main,Europe,EU,Germany,DE,,False,U1 DIGITAL SERVICES LTD,50.1169,8.6837,False,u1host ltd,False,Hesse,success,Europe/Berlin,60313,1776121983,1776442553.5081,1080,socks5,144.31.255.9:1080,True,104.9747467041,97,201,32.55033557047,144.31.255.9
True,1776442553.4543,transparent,5144.7693682415,1775853792.0964,AS149360 PT Indo Telemedia Solusi,IDNIC-INTELMEDIA-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,False,PT Indo Telemedia Solusi,-6.2808,106.9835,False,PT Indo Telemedia Solusi,True,West Java,success,Asia/Jakarta,17530,1775855550,1776442553.4543,8080,http,103.180.122.64:8080,False,1500.1463890076,1571,8075,16.286543645034,103.180.122.64
True,1776442553.3426,elite,7126.5768500848,1776324448.6874,AS207713 GLOBAL INTERNET SOLUTIONS LLC,GIR-AS,Moscow,Europe,EU,Russia,RU,,False,GIR SER,55.7558,37.6173,False,,True,Moscow,success,Europe/Moscow,144700,1776325830,1776442553.3426,10002,http,185.76.240.238:10002,False,12277.328252792,246,615,28.571428571429,185.76.240.238
True,1776408627.9997,transparent,3568.6639994981,1775873012.3338,AS9829 National Internet Backbone,BSNL-NIB,Gandhinagar,Asia,AS,India,IN,,False,BSNL Internet,23.2167,72.6833,False,,False,Gujarat,success,Asia/Kolkata,382305,1775873013,1776442553.0852,3128,http,117.236.124.166:3128,False,375.21624565125,1992,3404,36.916234247591,117.236.124.166
True,1776442368.3265,elite,4251.9876769209,1776080991.54,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1776078145,1776442552.8632,4145,socks4,174.75.211.193:4145,True,2035.6578826904,6858,718,90.522703273495,174.75.211.193
True,1776442468.0949,elite,5154.5934853363,1776112056.3657,AS9123 JSC TIMEWEB,TimeWeb-AS,Moscow,Europe,EU,Russia,RU,,True,"JSC ""TIMEWEB""",55.7487,37.6187,False,TW Cloud,False,Moscow,success,Europe/Moscow,102200,1776108674,1776442552.7233,1080,http,147.45.214.210:1080,False,15654.529333115,5770,378,93.851659076122,147.45.214.210
True,1776442552.5667,elite,8285.2233012517,1776084699.5255,AS142370 PT Master Star Network,IDNIC-MSN-AS-ID,Banyuwangi,Asia,AS,Indonesia,ID,,False,PT Master Star Network,-8.5455,114.2668,False,PT Master Star Network,True,East Java,success,Asia/Jakarta,68483,1776083821,1776442552.5667,8080,socks5,103.169.255.194:8080,True,1963.9217853546,30,244,10.948905109489,103.169.255.194
True,1776442552.4434,elite,283.95128250122,1776440358.0471,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776442552,1776442552.4434,42304,socks4,185.217.0.130:42304,True,283.95128250122,1,7,12.5,185.217.0.130
True,1776442236.3712,transparent,3838.1440378884,1776139223.2352,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Kita,Asia,AS,Japan,JP,,False,InfoSphere,35.752,139.7341,False,"NTTPC Communications, Inc",True,Tokyo,success,Asia/Tokyo,114-8502,1776137548,1776442552.3003,3128,http,116.80.47.79:3128,False,3748.6529350281,2589,1352,65.693986297894,116.80.47.79
True,1776442551.9492,elite,19209.36447382,1776082815.5981,AS58224 Iran Telecommunication Company PJS,TCI,Tehran,Asia,AS,Iran,IR,,False,Iran Telecommunication Company PJS,35.7219,51.3347,False,Bisotounsteelco,False,Tehran,success,Asia/Tehran,,1776083268,1776442551.9492,3128,socks5,217.219.217.200:3128,True,18147.801876068,16,223,6.6945606694561,217.219.217.200
True,1776442558.2862,elite,9815.1705190668,1776080051.4583,AS45117 Ishan's Network,INPL-IN-AP,Surat,Asia,AS,India,IN,,False,INPL's,21.1981,72.8298,False,,True,Gujarat,success,Asia/Kolkata,395007,1776077769,1776442551.7706,5678,socks4,111.90.169.178:5678,True,23212.982654572,1731,1588,52.154263332329,111.90.169.178
True,1776442106.6989,elite,5921.4172036982,1750275909.648,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,VNPT-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,Vietnam Posts and Telecommunications Group,10.822,106.6257,False,WANGSU,True,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1776336495,1776442551.6585,8562,http,14.225.240.23:8562,False,2164.6642684937,129872,207200,38.529453647885,14.225.240.23
True,1776442551.579,elite,16270.636852582,1756482501.7644,AS63949 Akamai Connected Cloud,AKAMAI-LINODE-AP,Miami,North America,,United States,US,,True,"Akamai Technologies, Inc.",25.7701,-80.1928,False,"Akamai Technologies, Inc.",False,Florida,success,America/New_York,33192,1776274217,1776442551.579,10406,socks5,172.233.181.40:10406,True,16701.13825798,30,84513,0.03548490117455,172.233.181.40
True,1776442551.5708,transparent,5438.2295456662,1762377183.0104,AS141098 PT Multimedia Link Technology,MULTIMEDIALINKTECH-AS-ID,Cicurug,Asia,AS,Indonesia,ID,,False,MULTIMEDIALINKTECH,-6.78139,106.783,False,,False,West Java,success,Asia/Jakarta,,1776287821,1776442551.5708,8080,http,103.156.233.137:8080,False,8816.704750061,1099,4447,19.816083663902,103.156.233.137
True,1776442376.6509,transparent,4721.9378588143,1775576009.8318,AS149404 PT Cepat Multi Data,IDNIC-CEPATMULTIDATA-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Cepat Multi Data,-6.21462,106.845,False,PT Cepat Multi Data,False,Jakarta,success,Asia/Jakarta,,1776181083,1776442551.5703,8080,http,103.183.8.222:8080,False,5773.4515666962,2345,15947,12.819811939646,103.183.8.222
True,1776442551.2164,transparent,3858.998653112,1776147062.7564,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Kita,Asia,AS,Japan,JP,,False,InfoSphere,35.752,139.7341,False,"NTTPC Communications, Inc",True,Tokyo,success,Asia/Tokyo,114-8502,1776144769,1776442551.2164,3128,http,116.80.96.120:3128,False,3756.0722827911,2112,1329,61.377506538797,116.80.96.120
True,1776442550.8942,transparent,4451.46408541,1775701079.5069,AS150279 PT Lintas Network Solusi,IDNIC-LNS-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,False,PT Lintas Network Solusi,-6.177,106.6284,False,PT Lintas Network Solusi,False,Banten,success,Asia/Jakarta,15560,1776307611,1776442550.8942,8080,http,154.19.39.133:8080,False,3687.4599456787,2146,12461,14.691586225782,154.19.39.133
True,1776442550.856,transparent,5217.3926539651,1775993733.9378,"AS51784 ""X-City"" Ltd.",X-CITY-AS,Khmelnytskyi,Europe,EU,Ukraine,UA,,False,"""X-City"" Ltd.",49.4195,26.9959,False,X City,False,Khmelnytskyi Oblast,success,Europe/Kyiv,29000,1775993982,1776442550.856,8080,http,46.63.110.85:8080,False,4971.827507019,1534,4269,26.434602791659,46.63.110.85
True,1776441023.2284,elite,10653.134414128,1776388845.5912,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,True,"DigitalOcean, LLC",1.32123,103.695,False,Digitalocean,False,South West,success,Asia/Singapore,627753,1776384044,1776442550.8384,1080,socks5,178.128.53.12:1080,True,1243.8113689423,14,27,34.146341463415,178.128.53.12
True,1776442460.6611,elite,5856.2830958554,1776087170.3932,AS4808 China Unicom Beijing Province Network,CHINA169-BJ,Tianjin,Asia,AS,China,CN,,False,China Unicom Beijing Province Network,39.1424,117.1727,False,,True,Tianjin,success,Asia/Shanghai,,1776085592,1776442550.7523,4145,socks4,221.216.205.22:4145,True,1769.2530155182,4830,1160,80.634390651085,221.216.205.22
True,1776442550.7494,elite,713.03338999092,1775796165.482,"AS50544 JSC ""ER-Telecom Holding""",KRSK-AS,Krasnoyarsk,Europe,EU,Russia,RU,,False,"CJSC ""ER-Telecom Holding"" Krasnoyarsk branch",56.0193,92.8391,False,"JSC ""ER-Telecom Holding"" Krasnoyarsk Branch",True,Krasnoyarsk Krai,success,Asia/Krasnoyarsk,660000,1776401221,1776442550.7494,3128,http,109.195.74.237:3128,False,12579.974889755,879,9462,8.5001450536699,109.195.74.237
True,1776442516.1926,elite,986.80549897022,1696965524.8855,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Total Server Solutions L.L.C.,34.0549,-118.243,False,Wonderwall.com,True,California,success,America/Los_Angeles,90009,1776047676,1776442550.6741,4145,socks4,68.71.247.130:4145,True,796.70858383179,187907,759737,19.828859782788,68.71.247.130
True,1776442494.7034,elite,4120.5905094758,1776079815.1177,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1776078097,1776442550.5265,4145,socks4,72.195.34.59:4145,True,1908.1439971924,6833,705,90.647386574688,72.195.34.59
True,1776430335.9227,elite,3153.2548265238,1775987220.8755,AS56045 China Mobile communications corporation,CMNET-Jiangxi-AP,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Mobile communications corporation,39.9155,116.36,True,China Mobile,False,Beijing,success,Asia/Shanghai,,1775987222,1776442550.3705,30005,http,223.84.151.86:30005,False,669.52896118164,10294,74,99.286265432099,223.84.151.86
True,1776442550.1615,transparent,5915.6762556039,1769601239.4322,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Valencia,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-0.95312,-79.3551,False,Negocios Y Telefonia Nedetel S.A,True,Los Ríos,success,America/Guayaquil,,1776254301,1776442550.1615,999,http,181.78.194.249:999,False,10167.677640915,89404,118068,43.092079895118,181.78.194.249
True,1776442550.1613,transparent,5544.13952907,1775927171.4906,AS147127 PT Tujuhlangit Lintas Nusantara,IDNIC-TUJUHLANGITNET-AS-ID,Batang,Asia,AS,Indonesia,ID,,False,PT Tujuhlangit Lintas Nusantara,-6.4823,110.7086,False,PT Tujuhlangit Lintas Nusantara,False,Central Java,success,Asia/Jakarta,51215,1775927184,1776442550.1613,1080,http,103.172.23.182:1080,False,5557.6407909393,1079,6300,14.622577585039,103.172.23.182
True,1776442549.8984,elite,10310.924951066,1776088523.819,AS327794 Clear Access (Pty) Ltd,CLEAR-ACCESS,Nelspruit,Africa,AF,South Africa,ZA,,False,Clear Access (Pty) Ltd,-25.4633,30.9629,False,Bridgnet,True,Mpumalanga,success,Africa/Johannesburg,1200,1776083826,1776442549.8984,1080,socks5,102.36.127.231:1080,True,27605.706453323,94,236,28.484848484848,102.36.127.231
True,1776442549.8607,elite,13362.478127303,1776149832.8241,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba Cloud LLC,35.6893,139.6899,False,Alibaba Cloud - JP,True,Tokyo,success,Asia/Tokyo,102-0082,1776147354,1776442549.8607,8093,socks4,47.74.46.81:8093,True,3436.9249343872,270,907,22.939677145285,47.74.46.81
True,1776442549.8042,elite,14888.371009093,1776130238.0571,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba Cloud LLC,35.6893,139.6899,False,Alibaba Cloud - JP,True,Tokyo,success,Asia/Tokyo,102-0082,1776125869,1776442549.8042,31433,socks5,47.74.46.81:31433,True,6464.5307064056,26,185,12.322274881517,47.74.46.81
True,1776442549.796,elite,10326.080799103,1756937863.5717,AS49981 WorldStream B.V.,WorldStream,Naaldwijk,Europe,EU,The Netherlands,NL,,True,WorldStream B.V.,51.9968,4.2057,False,,True,South Holland,success,Europe/Amsterdam,2671,1776203599,1776442549.796,12480,socks5,109.236.81.77:12480,True,6478.8084030151,3,70898,0.0042312520274749,109.236.81.77
True,1776442549.7111,elite,2643.1499689075,1697088443.991,AS2108 Croatian Academic and Research Network,CARNet-AS,Zagreb,Europe,EU,Croatia,HR,,False,Croatian Academic and Research Network,45.722,15.9951,False,Carnet Osljgaj,True,City of Zagreb,success,Europe/Zagreb,10020,1776385518,1776442549.7111,4153,socks4,82.132.19.108:4153,True,3183.620929718,22953,642561,3.4489131708724,82.132.19.108
True,1776441624.9242,elite,1062.9579348442,1776441624.9242,"AS3226 OOO ""NI""",MARK-ITT-AS,Izhevsk,Europe,EU,Russia,RU,,False,MARK-ITT,56.85,53.2025,False,,False,Udmurtiya Republic,success,Europe/Samara,426006,1776438651,1776442549.6691,1080,socks4,217.14.192.183:1080,True,294.07954216003,39,0,100.0,217.14.192.183
True,1776442257.2443,elite,4188.4653971146,1713059099.0167,AS29182 JSC IOT,RU-JSCIOT,Moscow,Europe,EU,Russia,RU,,True,JSC IOT,55.7558,37.6173,False,Aoiot,True,Moscow,success,Europe/Moscow,144700,1776271289,1776442549.5853,80,http,79.174.12.190:80,False,189.03493881226,119880,362289,24.862651891764,79.174.12.190
True,1776442549.5464,transparent,6330.4803164788,1757459483.306,AS132746 Infolink System,INFO22-AS,Panipat,Asia,AS,India,IN,,False,Infolink System,29.3885,76.9669,False,,True,Haryana,success,Asia/Kolkata,132103,1776075189,1776442549.5464,83,http,103.163.244.108:83,False,4281.1443805695,7788,43247,15.260115606936,103.163.244.108
True,1776442549.495,transparent,5742.6369124355,1764413701.9155,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Mandaluyong,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,14.5764,121.039,False,Philippine Long Distance Telephone Co,True,Metro Manila,success,Asia/Manila,1550,1776269709,1776442549.495,8082,http,119.93.53.24:8082,False,9632.0054531097,724,9465,7.1057022278928,119.93.53.24
True,1776441471.8192,elite,14270.23229301,1776088148.5514,"AS20473 The Constant Company, LLC",AS-VULTR,Piscataway,North America,,United States,US,,True,The Constant Company,40.5511,-74.4606,False,"Vultr Holdings, LLC",True,New Jersey,success,America/New_York,08854,1776083902,1776442549.4869,49995,socks5,45.76.13.121:49995,True,1013.2791996002,80,242,24.844720496894,45.76.13.121
True,1776442549.4553,elite,17210.080487388,1776325479.9927,AS5606 GTS Telecom SRL,GTS-BACKBONE,Bucharest,Europe,EU,Romania,RO,,False,GTS Telecom,44.4268,26.1025,False,Softhost SRL,False,București,success,Europe/Bucharest,052829,1776327701,1776442549.4553,443,socks5,188.212.152.62:443,True,35351.469755173,14,75,15.730337078652,188.212.152.62
True,1776442476.6383,transparent,4309.3395827417,1773181618.5408,AS36926 Airtel Networks Kenya Limited,CKL1-ASN,Nairobi,Africa,AF,Kenya,KE,,False,Airtel KE Mobile & Fixed Internet,-1.2841,36.8155,False,,True,Nairobi County,success,Africa/Nairobi,09831,1776206572,1776442549.3823,8080,http,102.0.17.74:8080,False,1805.44090271,9357,87266,9.6840296823738,102.0.17.74
True,1776442548.5142,transparent,6832.5314290596,1776286365.6577,AS18678 INTERNEXA S.A. E.S.P,INTERNEXA S.A. E.S.P,Quibdó,South America,SA,Colombia,CO,,False,Internexa S.a. E.S.P,5.6924,-76.6623,False,Servicios Informaticos Del Choco,False,Departamento del Chocó,success,America/Bogota,270001,1776285332,1776442548.5142,999,http,179.1.127.91:999,False,3056.0364723206,165,816,16.819571865443,179.1.127.91
True,1776442459.5743,transparent,6193.2522862457,1776147522.5695,AS134601 Microlink Technology,MICROLINK-AS-AP,Kafrul,Asia,AS,Bangladesh,BD,,False,Touhidul Islam Polash,23.7882,90.3736,False,,True,Dhaka Division,success,Asia/Dhaka,1207,1776145462,1776442548.4902,8090,http,103.120.221.41:8090,False,3311.1333847046,473,1635,22.438330170778,103.120.221.41
True,1776442548.4776,elite,16296.038432916,1776088685.3955,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba Cloud LLC,35.6893,139.6899,False,Alibaba Cloud - JP,True,Tokyo,success,Asia/Tokyo,102-0082,1776084085,1776442548.4776,45,socks5,47.74.46.81:45,True,7439.0125274658,60,231,20.618556701031,47.74.46.81
True,1776434200.4776,elite,1540.5656347487,1776081965.5113,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Performive LLC,True,California,success,America/Los_Angeles,90009,1776077718,1776442548.4431,4145,socks5,142.54.229.249:4145,True,971.94314002991,538,68,88.778877887789,142.54.229.249
True,1776441961.8389,transparent,5759.6560669298,1760289033.5417,AS270004 CRETTON LISANDRO MAXIMILIANO (MISIOTECH),CRETTON LISANDRO MAXIMILIANO MISIOTECH,Puerto Eldorado,South America,SA,Argentina,AR,,False,Cretton Lisandro Maximiliano,-26.3975,-54.6305,False,Cretton Lisandro Maximiliano,True,Misiones,success,America/Argentina/Cordoba,3380,1776272723,1776442548.2853,999,http,187.102.219.42:999,False,1820.3737735748,1083,11120,8.8748668360239,187.102.219.42
True,1776442099.2583,anonymous,7918.0208329342,1776102988.4437,AS141596 PT Wistel Teknologi Solusi,WISTEL-AS-ID,Cipacung Landeuh,Asia,AS,Indonesia,ID,,False,PT Wistel Teknologi Solusi,-6.33033,106.081,False,Wistel,False,Banten,success,Asia/Jakarta,,1776103489,1776442548.2205,8080,http,103.160.40.254:8080,False,3922.2002029419,693,1707,28.875,103.160.40.254
True,1776442548.1333,elite,10858.026952971,1756663069.1708,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,False,Chinanet,30.6667,104.0667,False,Chinanet SC,False,Sichuan,success,Asia/Shanghai,,1776351459,1776442548.1333,2324,socks5,118.113.246.45:2324,True,2081.7613601685,42,118659,0.035383021204539,118.113.246.45
True,1776442062.8192,transparent,5144.6488553344,1757572077.9958,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Guiyang,Asia,AS,China,CN,,False,China Unicom Network,26.58,106.7223,False,,True,Guizhou,success,Asia/Shanghai,,1776323449,1776442547.9926,3128,http,220.197.44.36:3128,False,6167.8123474121,157944,130472,54.762565183624,220.197.44.36
True,1776442547.6743,elite,9455.9138859589,1776108339.3232,AS207713 GLOBAL INTERNET SOLUTIONS LLC,GIR-AS,Mayachnaya,Europe,EU,Russia,RU,,False,Global Internet Solutions LLC,51.3255,54.9572,False,Global Internet Solutions LLC,False,Orenburg Oblast,success,Asia/Yekaterinburg,,1776105959,1776442547.6743,10001,http,185.76.241.100:10001,False,11829.901456833,985,1886,34.308603274121,185.76.241.100
True,1776442547.6197,elite,9857.6681288806,1763248369.361,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,True,Hangzhou Alibaba Advertising Co,39.911,116.395,False,"Aliyun Computing Co., LTD",False,Beijing,success,Asia/Shanghai,,1776296127,1776442547.6197,8080,socks5,47.93.135.183:8080,True,2624.2806911469,22,23994,0.091605596269154,47.93.135.183
True,1776442507.5541,transparent,8301.161958479,1765326392.5562,AS8075 Microsoft Corporation,MICROSOFT-CORP-MSN-AS-BLOCK,Zurich,Europe,EU,Switzerland,CH,,True,Microsoft Corporation,47.37204,8.54094,False,Microsoft Azure Cloud (switzerlandnorth),True,Zurich,success,Europe/Zurich,8001,1776214312,1776442547.6158,3128,http,74.242.169.16:3128,False,17485.526561737,19366,187019,9.3834338735858,74.242.169.16
True,1776442547.6013,elite,17109.360443918,1776086292.4752,AS16276 OVH SAS,OVH,Newcastle-under-Lyme,Europe,EU,United Kingdom,GB,,True,OVH SAS,53.0,-2.23333,False,OVH Ltd,True,England,success,Europe/London,ST5,1776083804,1776442547.6013,45338,socks5,145.239.252.47:45338,True,2381.6177845001,19,208,8.3700440528634,145.239.252.47
True,1776441005.0727,elite,1187.2856053106,1775495401.5386,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1776100253,1776442547.5981,8888,http,47.238.103.100:8888,False,648.01383018494,21357,4081,83.957072096863,47.238.103.100
True,1776442463.6639,transparent,5371.3991742536,1765971239.7353,AS141140 PT Jinde Grup Indonesia,IDNIC-MYRISE-AS-ID,Kertosono,Asia,AS,Indonesia,ID,,False,PT Jinde Grup Indonesia,-7.58333,112.1,False,PT Jinde Grup Indonesia,True,East Java,success,Asia/Jakarta,,1776269960,1776442547.4812,8080,http,103.159.96.96:8080,False,4692.7280426025,664,4370,13.190305919746,103.159.96.96
True,1776442547.3203,elite,14850.883203394,1756739876.5141,AS199959 GWY IT PTY LTD,CrownCloud,Los Angeles,North America,,United States,US,Central-Alameda,False,GWY IT PTY LTD,34.0544,-118.267,False,Crowncloud US LLC,True,California,success,America/Los_Angeles,90017,1776439579,1776442547.3203,11870,socks5,23.152.0.21:11870,True,17728.824615479,17,69275,0.024533856722277,23.152.0.21
True,1776440612.825,elite,3386.6821670202,1697032231.9881,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1091,-84.6082,False,Fuse Internet Access - BRAS Norwood Region,True,Ohio,success,America/New_York,45238,1776299487,1776442547.2774,31034,socks4,72.49.49.11:31034,True,2628.5741329193,207090,700440,22.81908036098,72.49.49.11
