alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1742421619.8119,transparent,6847.0391910523,1742319479.9981,"AS8151 UNINET",UNINET,"Lázaro Cárdenas","North America",NA,Mexico,MX,,false,"Uninet S.A. de C.V.",30.5067,-115.9225,false,"Telefonos del Noroeste, S.A. de C.V",false,"Baja California",success,America/Tijuana,22940,1742321288,1742421619.8119,8080,http,187.250.175.97:8080,false,1497.3125457764,128,1148,10.031347962382,187.250.175.97
true,1742421333.4193,elite,2647.7298716088,1739715025.2379,"AS42610 PJSC Rostelecom",NCNET-AS,Moscow,Europe,EU,Russia,RU,,false,NCNET,55.7487,37.6187,false,,true,Moscow,success,Europe/Moscow,127247,1742134639,1742421619.4462,8081,http,37.204.42.83:8081,false,156.34202957153,6518,25734,20.209599404688,37.204.42.83
true,1742421619.2189,elite,2986.6409478563,1741980140.1626,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,true,"Alibaba (US) Technology Co., Ltd.",35.6893,139.6899,false,"Alibaba.com Singapore E-Commerce Private Limited",false,Tokyo,success,Asia/Tokyo,102-0082,1742000426,1742421619.2189,3389,http,8.209.208.13:3389,false,769.44756507874,445,2871,13.419782870929,8.209.208.13
true,1742421619.0885,elite,4818.8749551773,1742415020.2108,"AS39287 ab stract ltd",abstract,Malmo,Europe,EU,Sweden,SE,,false,"ab stract",55.605,13.0038,false,"ab stract",false,"Skåne County",success,Europe/Stockholm,"200 01",1742415070,1742421619.0885,8118,http,80.78.21.46:8118,false,9241.9819831848,6,80,6.9767441860465,80.78.21.46
true,1742421618.5244,transparent,6043.4235059476,1736448876.6277,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Jakarta Pusat",Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.18104,106.826,false,"Telekomunikasi Indonesia",true,Jakarta,success,Asia/Jakarta,,1741893755,1742421618.5244,8899,http,36.95.173.90:8899,false,8678.5383224487,7198,69014,9.4447068703091,36.95.173.90
true,1742421605.4552,transparent,4959.2472243147,1741265090.9015,"AS62943 Bluebird Network",AS62943-BLUEBIRD-NETWORK,Chicago,"North America",NA,"United States",US,,false,ipxo,41.8835,-87.6305,false,"Digital Energy Technologies Limited",true,Illinois,success,America/Chicago,60602,1741870400,1742421618.4374,3128,http,154.16.214.14:3128,false,3372.2116947174,3675,9901,27.069829110194,154.16.214.14
true,1742421617.6879,transparent,6231.3660990517,1742323021.5845,"AS23969 TOT Public Company Limited",TOT-NET,Bangkok,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.859,100.4772,false,"TOT Public Company Limited",false,Bangkok,success,Asia/Bangkok,10250,1742323037,1742421617.6879,8080,http,101.109.218.229:8080,false,7384.3939304352,159,1106,12.569169960474,101.109.218.229
true,1742421616.9427,elite,5566.8554019239,1736016267.4236,"AS50512 JSC ""ER-Telecom Holding""",BARNAUL-AS,Barnaul,Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding""",53.3597,83.758,false,"CJSC ""ER-Telecom Holding"" Barnaul Branch",true,"Altai Krai",success,Asia/Barnaul,656000,1742341524,1742421616.9427,3128,http,5.166.71.63:3128,false,7884.7212791443,5121,77002,6.2357682987714,5.166.71.63
true,1742421588.7438,elite,6978.378339715,1734171717.1249,"AS37358 BitCo",BITCO,Johannesburg,Africa,AF,"South Africa",ZA,,false,BitCo,-26.2309,28.0583,false,,true,Gauteng,success,Africa/Johannesburg,2041,1742034890,1742421616.905,8080,http,154.117.154.194:8080,false,5338.6414051056,10333,98476,9.4964570945418,154.117.154.194
true,1742416418.8438,elite,2192.0161887781,1742416418.8438,"AS6939 Hurricane Electric LLC",HURRICANE,Cheyenne,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",41.1332,-104.819,false,"Dynamic Internet Technology Inc",true,Wyoming,success,America/Denver,82001,1742416421,1742421616.7755,3128,http,65.49.2.99:3128,false,2971.3802337646,67,0,100,65.49.2.99
true,1742421530.5973,elite,1837.6344562479,1737983685.4702,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shenzhen,Asia,AS,China,CN,,false,Chinanet,22.5455,114.0683,false,"Chinanet GD",true,Guangdong,success,Asia/Shanghai,,1742341674,1742421616.1358,8072,http,59.37.95.35:8072,false,1436.886548996,17578,37111,32.141746969226,59.37.95.35
true,1742421616.0823,elite,2412.5416410287,1739453227.7407,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shanghai,Asia,AS,China,CN,,false,Chinanet,31.2222,121.4581,false,"Chinanet SC",true,Shanghai,success,Asia/Shanghai,,1741912794,1742421616.0823,2324,http,118.113.246.168:2324,false,996.14596366882,526,20175,2.5409400512053,118.113.246.168
true,1742421615.0818,transparent,6769.7942442354,1724905375.4539,"AS271421 LCD Serviços de Telecomunicações Multimidia","LCD Serviços de Telecomunicações Multimidia",Camaçari,"South America",SA,Brazil,BR,,false,"LCD Serviços de Telecomunicações Multimidia",-12.6962,-38.3258,false,"LCD Serviços de Telecomunicações Multimidia",false,Bahia,success,America/Bahia,42821,1741861196,1742421615.0818,9500,http,132.255.221.129:9500,false,6449.1341114044,7600,224575,3.2733929148272,132.255.221.129
true,1742421614.9348,transparent,6420.2682762032,1738965615.2735,"AS23923 Agni Systems Limited",AGNI-AS,Kushtia,Asia,AS,Bangladesh,BD,,false,"Agni Systems Limited",24.8192,90.2433,true,"Agni Systems Limited",true,"Mymensingh Division",success,Asia/Dhaka,7000,1741991649,1742421614.9348,8080,http,182.252.74.145:8080,false,3511.8584632874,2510,41490,5.7045454545455,182.252.74.145
true,1742421614.5816,transparent,6483.7059750773,1727263731.7084,"AS16735 ALGAR TELECOM S/A","ALGAR TELECOM S/A","Juiz de Fora","South America",SA,Brazil,BR,,false,"ALGAR TELECOM S/A",-21.7642,-43.3503,false,"ALGAR TELECOM S/A",true,"Minas Gerais",success,America/Sao_Paulo,,1742385749,1742421614.5816,3128,http,187.32.246.82:3128,false,11648.228168488,13337,195782,6.3777083861342,187.32.246.82
true,1742421613.9705,transparent,6073.2929902384,1715164186.9198,"AS262234 ASOCIACION DE SERVICIO DE INTERNET S. DE RL.","ASOCIACION DE SERVICIO DE INTERNET S. DE RL.","San Pedro Sula","North America",NA,Honduras,HN,,false,"Asociacion De Servicio De Internet S. De RL.",15.4967,-88.0338,false,"Asociacion De Servicio De Internet S. De RL",true,"Cortés Department",success,America/Tegucigalpa,,1742341688,1742421613.9705,999,http,179.49.117.19:999,false,4402.9712677002,35987,345391,9.4360450786359,179.49.117.19
true,1742416412.4676,elite,1698.6319876429,1742416412.4676,"AS6939 Hurricane Electric LLC",HURRICANE,Santaquin,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",39.9755,-111.7852,false,"Hurricane Electric",true,Utah,success,America/Denver,84655,1742416415,1742421613.4784,3128,http,65.49.68.199:3128,false,1698.144197464,67,0,100,65.49.68.199
true,1742421612.449,transparent,6095.7288937782,1742320694.6584,"AS28171 S. O. do Brasil Telecomunicações LTDA ME","S. O. do Brasil Telecomunicações LTDA ME","Volta Redonda","South America",SA,Brazil,BR,,false,"S. O. do Brasil Telecomunicações LTDA ME",-22.5218,-44.1012,false,"S. O. do Brasil Telecomunicações LTDA ME",false,"Rio de Janeiro",success,America/Sao_Paulo,27200,1742321830,1742421612.449,8080,http,179.107.130.43:8080,false,8632.0521831512,134,1152,10.419906687403,179.107.130.43
true,1742421612.1697,elite,6774.7873217384,1710702070.8844,"AS38623 ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.",VIETTELCAMBODIA-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"VIETTEL (CAMBODIA) PTE., LTD",11.5492,104.905,false,"Viettel (cambodia) Pte., Ltd.",true,"Phnom Penh",success,Asia/Phnom_Penh,,1741985771,1742421612.1697,55443,http,175.100.103.170:55443,false,7336.4663124084,30285,438012,6.4670497568851,175.100.103.170
true,1742421611.5745,transparent,6871.3821232319,1740521088.1557,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Cabanatuan City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4903,120.9682,true,,false,"Central Luzon",success,Asia/Manila,3100,1742337009,1742421611.5745,8081,http,180.191.20.5:8081,false,1711.3447189331,1600,20929,7.1019574770296,180.191.20.5
true,1742421611.5014,transparent,4787.8036529997,1741519534.75,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,,false,Chinanet,31.8616,117.286,false,"Chinanet AH",false,Anhui,success,Asia/Shanghai,230000,1742124386,1742421611.5014,4999,http,60.174.167.40:4999,false,967.77510643005,5850,5516,51.469294386768,60.174.167.40
true,1742421611.451,elite,3510.0896167555,1710728566.0874,"AS36236 NetActuate, Inc",NETACTUATE,"West Hollywood","North America",NA,"United States",US,Central-Alameda,true,"NetActuate, Inc",34.0881,-118.379,false,"Host Virtual, Inc",true,California,success,America/Los_Angeles,90069,1742351719,1742421611.451,80,http,192.73.244.36:80,false,11635.942697525,321283,168591,65.584823852664,192.73.244.36
true,1742421610.9139,elite,9689.1942716414,1736699035.7887,"AS3356 Level 3 Parent, LLC",LEVEL3,Broomfield,"North America",NA,"United States",US,Interlocken,false,"Level 3 Communications, Inc.",39.9215,-105.144,false,"Level 3 Communications, Inc.",false,Colorado,success,America/Denver,80021,1742418801,1742421610.9139,80,socks4,198.77.40.132:80,true,10781.409025192,31,7689,0.40155440414508,198.77.40.132
true,1742421610.2772,elite,2997.9943866971,1739641827.9074,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1742200940,1742421610.2772,14161,http,72.10.160.171:14161,false,857.01656341553,79,12261,0.64019448946515,72.10.160.171
true,1742421609.824,transparent,4680.8131478496,1742373509.1282,"AS8151 UNINET",UNINET,"Autlán de Navarro","North America",NA,Mexico,MX,,false,"Uninet S.A. de C.V.",19.8193,-104.3856,false,UNINET,false,Jalisco,success,America/Mexico_City,48900,1742373510,1742421609.824,8081,http,187.204.73.122:8081,false,1553.1046390533,97,527,15.544871794872,187.204.73.122
true,1742421596.0488,anonymous,2739.3305693496,1730715717.4876,"AS4230 CLARO S.A.","CLARO S.A.",Teresina,"South America",SA,Brazil,BR,,false,"Claro S.A",-5.3051,-42.8502,false,"Telcabos - Telecomunicações e Informática",true,Piauí,success,America/Fortaleza,64000,1742341518,1742421609.6066,80,http,189.22.234.32:80,false,8195.3339576721,74025,70020,51.390190565448,189.22.234.32
true,1742421583.2289,elite,212.49814855775,1740826904.4758,"AS216071 SERVERS TECH FZCO",VDSINA,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Servers Tech Fzco",52.3759,4.8975,true,"Servers Tech Fzco",true,"North Holland",success,Europe/Amsterdam,1012,1742036688,1742421609.5186,80,http,89.110.78.230:80,false,31.529664993286,9812,9987,49.558058487802,89.110.78.230
true,1742421609.5158,transparent,7052.62251125,1710540143.6917,"AS14080 Telmex Colombia S.A.","Telmex Colombia S.A.",Bogotá,"South America",SA,Colombia,CO,,false,"Telmex Colombia S.A.",4.6824,-74.109,false,"Telmex Colombia S.A.",true,"Bogota D.C.",success,America/Bogota,111071,1742344503,1742421609.5158,8080,http,181.57.131.122:8080,false,9740.1516437531,23859,460922,4.9216037757255,181.57.131.122
true,1742418134.8637,elite,935.16126221232,1740425380.0961,"AS212477 RoyaleHosting BV",ROYALE-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"RoyaleHosting BV",52.352,4.9392,false,"RoyaleHosting BV",true,"North Holland",success,Europe/Amsterdam,1098,1742240011,1742421609.4451,18080,http,45.140.143.77:18080,false,78.008890151978,24360,109,99.554538395521,45.140.143.77
true,1742421597.7389,transparent,6839.2356201775,1742319901.6548,"AS270158 Wantelco SAS de CV","Wantelco SAS de CV",Tecozautla,"North America",NA,Mexico,MX,,false,"Wantelco SAS de CV",20.5446,-99.7132,false,"Wantelco SAS De CV",false,Hidalgo,success,America/Mexico_City,42450,1742319912,1742421608.9585,999,http,38.65.174.48:999,false,5670.9127426147,386,919,29.578544061303,38.65.174.48
true,1742421608.8417,elite,4487.0368348874,1719996939.4048,"AS17676 SoftBank Corp.",ULTINA,Minato-ku,Asia,AS,Japan,JP,,false,"SoftBank Corp.",35.6629,139.761,false,"Japan Nation-wide Network of Softbank Corp.",false,Tokyo,success,Asia/Tokyo,104-0045,1742289120,1742421608.8417,8080,socks4,60.153.164.246:8080,true,1180.2723407745,369,68634,0.53475935828877,60.153.164.246
true,1742421539.5125,transparent,2929.4207458911,1742416094.628,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Pudong,Asia,AS,China,CN,"Huangpu District",false,"China Telecom (Group)",31.2332,121.491,false,"China Telecom Shanghai Company",false,Shanghai,success,Asia/Shanghai,,1742416096,1742421608.7658,13344,http,222.66.69.78:13344,false,4391.2739753723,46,25,64.788732394366,222.66.69.78
true,1742421560.5361,transparent,3590.8043943954,1732585928.359,"AS16276 OVH SAS",OVH,Zaventem,Europe,EU,Belgium,BE,,true,"OVH SAS",50.871,4.47636,false,"OVH BE",true,Flanders,success,Europe/Brussels,1930,1742341805,1742421608.5994,3128,http,51.75.86.68:3128,false,5503.4205913544,37918,85978,30.60470071673,51.75.86.68
true,1742421608.4813,elite,1190.9377556581,1741440541.0673,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1742063846,1742421608.4813,2324,http,49.70.190.229:2324,false,761.60597801208,130,4841,2.6151679742507,49.70.190.229
true,1742421608.4599,transparent,6540.4964310238,1736431195.1754,"AS17639 Converge ICT Solutions Inc.",CONVERGE-AS,"Cebu City",Asia,AS,Philippines,PH,,false,"Converge ICT",10.3099,123.893,false,,true,"Central Visayas",success,Asia/Manila,6000,1741877661,1742421608.4599,8082,http,27.49.68.66:8082,false,8973.5600948334,5630,66871,7.765410132274,27.49.68.66
true,1742421608.2612,transparent,5554.0818128576,1735570018.3059,"AS24739 SEVEREN TELECOM",SEVEREN-TELECOM,"St Petersburg",Europe,EU,Russia,RU,,false,"JSC ""Severen-Telecom""",59.9351,30.4079,false,"JSC ""Severen-Telecom""",true,St.-Petersburg,success,Europe/Moscow,,1742341830,1742421608.2612,8080,http,37.46.62.98:8080,false,7104.8238277435,8401,81273,9.3683787942994,37.46.62.98
true,1742421607.7333,elite,6081.0429318807,1723016431.7218,"AS200805 Melita Limited",MELITACABLE,Birkirkara,Europe,EU,Malta,MT,,false,"Melita Ltd",35.8913,14.458,false,"Melita plc",true,Birkirkara,success,Europe/Malta,BKR,1742372124,1742421607.7333,8080,http,85.119.120.55:8080,false,167.07134246826,26928,253073,9.6171085103267,85.119.120.55
true,1742421516.9412,elite,8927.4883421484,1738913799.3645,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,ComsenzNet,22.3193,114.1693,false,"Tencent cloud computing (Beijing) Co., Ltd.",true,"Central and Western District",success,Asia/Hong_Kong,,1741938234,1742421607.6061,4780,http,119.28.49.85:4780,false,8730.108499527,5332,40087,11.739580351835,119.28.49.85
true,1742421558.5928,elite,1523.7055293241,1730482247.1528,"AS216383 ONLINE SERVER TELEKOMUNIKASYON LIMITED SIRKETI",OnlineServer2,Dubai,Asia,AS,"United Arab Emirates",AE,,false,ITEL,25.0734,55.2979,false,,true,Dubai,success,Asia/Dubai,,1741974022,1742421607.5597,80,http,87.248.129.32:80,false,605.08584976196,84791,79894,51.486777787898,87.248.129.32
true,1742421607.1458,elite,1377.471399816,1736016985.3613,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Amsterdam,Europe,EU,Netherlands,NL,,true,"Microsoft Corporation",52.3667,4.9,false,"Microsoft Azure Cloud (westeurope)",true,"North Holland",success,Europe/Amsterdam,1047,1742341562,1742421607.1458,3128,http,98.64.128.182:3128,false,108.31356048584,44428,36217,55.09083018166,98.64.128.182
true,1742421606.9219,transparent,5753.0455147387,1728942624.3078,"AS27932 Redes y Telecomunicaciones","Redes y Telecomunicaciones","San Pedro Sula","North America",NA,Honduras,HN,,false,"Redes y Telecomunicaciones",15.4967,-88.0338,false,"MegaCable Mezapa",true,"Cortés Department",success,America/Tegucigalpa,,1742074565,1742421606.9219,999,http,200.52.157.138:999,false,3345.4420566559,1802,18237,8.992464693847,200.52.157.138
true,1742421573.4186,elite,3170.8371517047,1732538579.0268,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",true,Hebei,success,Asia/Shanghai,,1742342056,1742421606.8663,8089,http,27.189.129.40:8089,false,7019.168138504,995,78132,1.2574721650006,27.189.129.40
true,1742421580.4628,elite,2159.4922869813,1739715098.2641,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1742207291,1742421606.6883,2037,http,67.43.227.226:2037,false,4233.5624694824,51,11974,0.42411642411642,67.43.227.226
true,1742421606.0539,elite,3938.369094509,1737738517.0363,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Hutian,Asia,AS,China,CN,,false,Chinanet,27.8228,114.347,false,"Chinanet JX",false,Jiangxi,success,Asia/Shanghai,,1742138696,1742421606.0539,2324,http,111.72.128.48:2324,false,10112.98584938,73,10253,0.70695332171218,111.72.128.48
true,1742421605.5244,transparent,6905.9868917246,1710701690.9523,"AS17494 Telecom Operator & Internet Service Provider as well",BTTB-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,"Ramna Maidan",false,"Bangladesh Telecommunications Company Ltd.",23.7484,90.4079,false,"Bangladesh Telegraph & Telephone Board",true,"Dhaka Division",success,Asia/Dhaka,1208,1742341893,1742421605.5244,8080,http,203.112.223.126:8080,false,4290.0097370148,32528,449768,6.7444059249921,203.112.223.126
true,1742421605.3824,transparent,7877.4402327296,1710540153.6209,"AS6700 BeotelNet-ISP d.o.o",BEOTEL-AS,Belgrade,Europe,EU,Serbia,RS,,false,"BeotelNet-ISP d.o.o",44.8125,20.4612,false,"BeotelNet ISP",true,"Central Serbia",success,Europe/Belgrade,,1741912351,1742421605.3824,3180,http,217.26.67.57:3180,false,8160.9675884247,66354,402207,14.161229807859,217.26.67.57
true,1742421605.3229,elite,5752.7430764083,1736432227.6424,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1741876224,1742421605.3229,18080,http,47.236.8.166:18080,false,3888.3671760559,42028,35373,54.299040064082,47.236.8.166
true,1742414239.5381,elite,200.74778105083,1742414239.5381,"AS14618 Amazon.com, Inc.",AMAZON-AES,Ashburn,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",39.0438,-77.4874,false,"AWS EC2 (us-east-1)",false,Virginia,success,America/New_York,20149,1742414240,1742421605.3149,8080,http,52.2.115.152:8080,false,194.26965713501,95,0,100,52.2.115.152
true,1742421605.3114,elite,9907.1004655626,1738245596.8071,"AS5760 Biddeford Internet Corp",BIDDEFORD1,Sanford,"North America",NA,"United States",US,,false,"Great Works Internet",43.4393,-70.7742,false,GWI,false,Maine,success,America/New_York,04073,1741937473,1742421605.3114,1526,socks4,205.209.64.101:1526,true,322.90506362915,63,15045,0.41699761715647,205.209.64.101
true,1742421605.2766,elite,2579.7747652978,1738703825.4601,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1742355777,1742421605.2766,7067,http,72.10.160.90:7067,false,1283.9028835297,128,18204,0.69823259873445,72.10.160.90
true,1742421605.1593,transparent,5840.7448431054,1731433205.1222,"AS133774 Fuzhou",CHINATELECOM-FUJIAN-FUZHOU-IDC1,Guangzhou,Asia,AS,China,CN,,false,Fuzhou,23.1317,113.266,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,510000,1742341675,1742421605.1593,62541,http,203.15.0.190:62541,false,923.32482337952,4509,136745,3.1921219930055,203.15.0.190
true,1742421603.9282,elite,2571.4524440143,1739166740.6094,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1741999599,1742421603.9282,4585,http,67.43.228.250:4585,false,1097.8271961212,92,13682,0.66792507623058,67.43.228.250
true,1742419257.299,elite,1270.7552241172,1742371557.2393,"AS9009 M247 Europe SRL",M247,"Neustadt am Rübenberge",Europe,EU,Germany,DE,,true,"M247 Europe SRL",52.5046,9.45871,false,"Bestnet Service SRL",false,"Lower Saxony",success,Europe/Berlin,31535,1742371557,1742421603.8951,3128,http,86.106.132.186:3128,false,1198.8348960876,517,132,79.661016949153,86.106.132.186
true,1742421603.5964,transparent,5838.6745623467,1735033194.9336,"AS140457 PT Ikhlas Cipta Teknologi",IMEDIANET-AS-ID,Cikarang,Asia,AS,Indonesia,ID,,false,IMEDIANET,-6.26111,107.153,false,,true,"West Java",success,Asia/Jakarta,,1742341470,1742421603.5964,8090,http,103.153.62.86:8090,false,13114.700078964,8316,88336,8.6040640648926,103.153.62.86
true,1742421572.2007,elite,1764.5353078842,1742421572.2007,"AS6939 Hurricane Electric LLC",HURRICANE,Fremont,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",37.5625,-122.0004,false,"Dynamic Internet Technology Inc",true,California,success,America/Los_Angeles,94536,1742421576,1742421601.7312,3128,http,74.82.60.199:3128,false,2059.440612793,2,0,100,74.82.60.199
true,1742421601.5172,elite,9701.037832641,1716898368.7159,"AS7552 Viettel Group",VIETEL-AS-AP,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",10.822,106.6257,false,VIETEL,true,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1742408000,1742421601.5172,5678,socks4,171.249.151.127:5678,true,10761.960744858,611,100923,0.60176886560167,171.249.151.127
true,1742421590.795,transparent,8721.0192140051,1741306486.2971,"AS5408 National Infrastructures for Research and Technology S.A.",GR-NET,Athens,Europe,EU,Greece,GR,,false,"National Infrastructures for Research and Technology S.A.",37.9875,23.7618,false,"Greek Research and Technology Network S.A",false,Attica,success,Europe/Athens,,1741911299,1742421601.2332,3128,http,83.212.126.167:3128,false,10886.032819748,1187,11583,9.2952231793265,83.212.126.167
true,1742421601.1817,transparent,5652.4379011088,1710847783.4405,"AS17451 BIZNET NETWORKS",BIZNET-AS-AP,Yogyakarta,Asia,AS,Indonesia,ID,,false,BIZNET,-7.8035,110.3646,false,,true,Yogyakarta,success,Asia/Jakarta,55581,1742039170,1742421601.1817,8080,http,182.253.181.10:8080,false,943.63522529602,71349,395673,15.277438750209,182.253.181.10
true,1742421600.831,elite,2325.1832985296,1741730236.8646,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,,1742363947,1742421600.831,8089,http,27.189.135.174:8089,false,4609.766960144,123,4770,2.5137952176579,27.189.135.174
true,1742421600.6211,transparent,6185.6041698556,1737692295.2013,"AS273224 BRAVIC SRL","BRAVIC SRL","Santo Domingo Este","North America",NA,"Dominican Republic",DO,,false,"Bravic SRL",18.4842,-69.8466,false,,true,"Santo Domingo Province",success,America/Santo_Domingo,11605,1741933268,1742421600.6211,999,http,38.156.14.163:999,false,8737.1859550476,1911,51260,3.5940644336198,38.156.14.163
true,1742421600.2475,transparent,7941.8268782305,1736723736.6079,"AS52361 ARSAT - Empresa Argentina de Soluciones Satelitales S.A.",ARSAT,"Santiago del Estero","South America",SA,Argentina,AR,,false,"ARSAT - Empresa Argentina de Soluciones Satelitales S.A",-27.7667,-64.425,false,"Ruiz Sebastian Alejandro",true,"Santiago del Estero",success,America/Argentina/Cordoba,4200,1742341784,1742421600.2475,999,http,181.209.77.163:999,false,13954.01263237,2592,65218,3.8224450670992,181.209.77.163
true,1742421599.6773,transparent,6288.8984461858,1740736487.2414,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1741946651,1742421599.6773,3128,http,165.22.245.215:3128,false,1436.6827011108,1791,19042,8.5969375510008,165.22.245.215
true,1742421599.5646,transparent,6020.2364804315,1742374685.353,"AS152376 PT. INDOTEK SOLUTION NETWORK",IDNIC-IONET-ID,Cilacap,Asia,AS,Indonesia,ID,,false,"PT. INDOTEK SOLUTION NETWORK",-7.7311,109.0171,false,"PT. INDOTEK SOLUTION NETWORK",false,"Central Java",success,Asia/Jakarta,53265,1742374701,1742421599.5646,8080,http,157.15.144.254:8080,false,553.78985404968,61,549,10,157.15.144.254
true,1742421571.3837,transparent,538.45381736755,1742421571.3837,"AS272988 Hydra Soluciones Empresariales Ingeniería SAS","Hydra Soluciones Empresariales Ingenieria SAS",Sibundoy,"South America",SA,Colombia,CO,,false,"Hydra Soluciones Empresariales Ingeniería SAS",1.2073,-76.9173,false,HSEIngenieria,false,"Putumayo Department",success,America/Bogota,861020,1742421572,1742421599.3889,999,http,185.236.182.114:999,false,533.30636024475,2,0,100,185.236.182.114
true,1742421598.5556,transparent,5683.6689560165,1739888677.08,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Fuzhou,Asia,AS,China,CN,,false,Chinanet,26.0614,119.3061,false,"Chinanet FJ",true,Fujian,success,Asia/Shanghai,,1742308797,1742421598.5556,597,http,218.85.5.108:597,false,7962.9483222961,3828,27284,12.303934173309,218.85.5.108
true,1742421598.1528,elite,7235.1521297422,1717683206.2213,"AS15311 TELEFONICA EMPRESAS CHILE SA","TELEFONICA EMPRESAS CHILE SA",Valparaíso,"South America",SA,Chile,CL,,false,"Telefonica Empresas",-33.0348,-71.6256,false,"Telefonica Empresas Chile SA",true,"Región de Valparaíso",success,America/Santiago,,1741893488,1742421598.1528,43949,http,190.82.105.122:43949,false,10377.523899078,26036,345388,7.0097785818902,190.82.105.122
true,1742421593.4117,elite,3563.0311749198,1742415379.8959,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Tokyo,Asia,AS,Japan,JP,,false,InfoSphere,35.6837,139.6805,false,"NTTPC Communications, Inc",true,Tokyo,success,Asia/Tokyo,151-0071,1742415386,1742421593.4117,3128,http,140.227.119.19:3128,false,8015.2714252472,22,58,27.5,140.227.119.19
